Time;SS-RSRP
12:18:53;-107.71
12:18:53;-125.55
12:18:56;-113.74
12:18:56;-102.44
12:18:56;-113.38
12:18:56;-113.23
12:18:56;-108.93
12:18:56;-124.02
12:18:56;-114.2
12:18:56;-121.59
12:18:56;-100.04
12:18:56;-125.53
12:18:56;-131.78
12:18:56;-114.74
12:18:56;-131.36
12:18:56;-119.24
12:18:56;-115.07
12:18:56;-131.36
12:18:56;-130.19
12:18:56;-101.66
12:18:56;-119.7
12:18:56;-124.1
12:18:56;-128.46
12:18:56;-129.44
12:18:56;-117.23
12:18:56;-125.32
12:18:56;-109.79
12:18:56;-126.91
12:18:56;-122.15
12:18:56;-106.52
12:18:56;-127.48
12:18:58;-111.59
12:18:58;-105.65
12:18:58;-111.48
12:18:58;-115.98
12:18:58;-110.49
12:18:59;-122.15
12:18:59;-115.42
12:18:59;-117.98
12:18:59;-102.29
12:18:59;-114.6
12:18:59;-127.22
12:18:59;-131.41
12:18:59;-115.34
12:18:59;-117.09
12:18:59;-116.86
12:18:59;-135.96
12:18:59;-119.93
12:18:59;-103.96
12:18:59;-111.3
12:18:59;-122.79
12:18:59;-124.95
12:18:59;-125.16
12:18:59;-123.62
12:18:59;-117.34
12:18:59;-120.42
12:18:59;-112.49
12:18:59;-124.56
12:18:59;-116.72
12:18:59;-103.09
12:18:59;-125.13
12:19:00;-111.18
12:19:00;-99.5
12:19:00;-108.43
12:19:00;-110.8
12:19:00;-126.03
12:19:00;-115.62
12:19:00;-127.19
12:19:00;-101.52
12:19:00;-135.5
12:19:00;-122.79
12:19:00;-116.06
12:19:00;-124.28
12:19:00;-116.69
12:19:00;-132.55
12:19:00;-131.07
12:19:00;-103.65
12:19:00;-118.71
12:19:00;-122.28
12:19:00;-129.24
12:19:00;-133.08
12:19:00;-118.59
12:19:00;-136.05
12:19:00;-112.23
12:19:00;-124.43
12:19:00;-124.07
12:19:00;-109.48
12:19:00;-132.08
12:19:03;-114.24
12:19:03;-100.12
12:19:03;-118.42
12:19:03;-119.48
12:19:03;-117.84
12:19:03;-125.34
12:19:03;-112
12:19:03;-125.98
12:19:03;-123.07
12:19:03;-97.22
12:19:03;-124.29
12:19:03;-127.89
12:19:03;-111.26
12:19:03;-126.57
